,County,Population,White Population,% White,Black Population,% Black,Asian Population,% Asian,Hispanic Population,% Hispanic
1610,"Dawson County, Montana",8940,8080,0.9038031319910514,42,0.004697986577181208,57,0.0063758389261744965,288,0.032214765100671144
1611,"Deer Lodge County, Montana",9421,8638,0.9168878038424796,23,0.0024413544209744187,37,0.003927396242437108,260,0.027597919541449953
1612,"Fallon County, Montana",3049,2888,0.947195801902263,5,0.0016398819285011479,7,0.0022958346999016072,63,0.020662512299114463
1613,"Fergus County, Montana",11446,10673,0.9324654901275555,21,0.0018347020793290233,38,0.003319937095928709,225,0.019657522278525248
1614,"Flathead County, Montana",104357,94605,0.9065515490096495,280,0.0026830974443496844,717,0.006870645955709727,3329,0.03190011211514321
1615,"Gallatin County, Montana",118960,105886,0.8900975117686617,526,0.004421654337592468,1413,0.01187794216543376,5895,0.049554472091459315
1616,"Garfield County, Montana",1173,1126,0.9599317988064792,0,0.0,2,0.0017050298380221654,14,0.011935208866155157
1617,"Glacier County, Montana",13778,3526,0.25591522717375526,20,0.0014515894904920889,40,0.0029031789809841778,301,0.021846421831905938
1618,"Golden Valley County, Montana",823,724,0.8797083839611178,10,0.012150668286755772,0,0.0,35,0.0425273390036452
1619,"Granite County, Montana",3309,3089,0.9335146569960713,0,0.0,8,0.0024176488365064974,85,0.025687518887881535
1620,"Hill County, Montana",16309,11172,0.6850205408056901,46,0.0028205285425225335,79,0.0048439511925930465,500,0.030657918940462322
1621,"Jefferson County, Montana",12085,11016,0.9115432354158047,16,0.001323955316508068,50,0.004137360364087712,291,0.024079437318990485
1622,"Judith Basin County, Montana",2023,1895,0.9367276322293623,9,0.004448838358872961,4,0.001977261492832427,49,0.02422145328719723
1623,"Lake County, Montana",31134,20640,0.6629408363846598,64,0.00205563050041755,141,0.004528810946232415,1168,0.037515256632620286
1624,"Lewis and Clark County, Montana",70973,63037,0.8881828300903161,282,0.003973341975117298,559,0.007876234624434644,2599,0.0366195595508151
1625,"Liberty County, Montana",1959,1856,0.9474221541602859,2,0.0010209290454313426,6,0.0030627871362940277,13,0.006636038795303726
1626,"Lincoln County, Montana",19677,17948,0.912130914265386,37,0.0018803679422676222,101,0.005132896274838644,561,0.028510443665192866
1627,"McCone County, Montana",1729,1606,0.9288606130711394,1,0.000578368999421631,8,0.004626951995373048,32,0.01850780798149219
1628,"Madison County, Montana",8623,8012,0.9291429896787661,15,0.001739533804940276,30,0.003479067609880552,239,0.027716571958715065
1629,"Meagher County, Montana",1927,1789,0.928386092371562,13,0.006746237675142709,3,0.0015568240788790867,46,0.023871302542812663
1630,"Mineral County, Montana",4535,4097,0.9034178610804852,10,0.002205071664829107,21,0.004630650496141125,147,0.03241455347298787
1631,"Missoula County, Montana",117922,101540,0.8610776615050627,752,0.006377096724953783,1456,0.012347144722782857,6004,0.05091501161784909
1632,"Musselshell County, Montana",4730,4339,0.9173361522198732,7,0.0014799154334038055,22,0.004651162790697674,146,0.030866807610993658
1633,"Park County, Montana",17191,15849,0.9219358966901285,62,0.0036065383049269967,75,0.004362747949508463,510,0.029666686056657555
1634,"Petroleum County, Montana",496,466,0.9395161290322581,0,0.0,1,0.0020161290322580645,5,0.010080645161290322
1635,"Phillips County, Montana",4217,3524,0.835665164809106,5,0.0011856770215793219,15,0.0035570310647379654,112,0.026559165283376807
1636,"Pondera County, Montana",5898,4676,0.7928111224143778,5,0.00084774499830451,25,0.00423872499152255,97,0.016446252967107493
1637,"Powder River County, Montana",1694,1547,0.9132231404958677,5,0.0029515938606847697,0,0.0,35,0.02066115702479339
1638,"Powell County, Montana",6946,6092,0.877051540454938,67,0.009645839331989634,23,0.0033112582781456954,161,0.023178807947019868
1639,"Prairie County, Montana",1088,1004,0.9227941176470589,2,0.001838235294117647,7,0.006433823529411764,33,0.030330882352941176
1640,"Ravalli County, Montana",44174,40362,0.9137048942817042,94,0.00212794856703038,253,0.005727350930411554,1584,0.03585819712953321
1641,"Richland County, Montana",11491,10117,0.880428161169611,63,0.005482551562092072,121,0.010529979984335566,605,0.05264989992167784
1642,"Roosevelt County, Montana",10794,3630,0.3362979433018344,32,0.002964609968501019,48,0.0044469149527515284,239,0.022141930702241987
1643,"Rosebud County, Montana",8329,4834,0.5803817985352383,20,0.0024012486492976347,38,0.004562372433665506,234,0.028094609196782326
1644,"Sanders County, Montana",12400,10888,0.8780645161290322,23,0.0018548387096774194,56,0.004516129032258065,346,0.027903225806451614
1645,"Sheridan County, Montana",3539,3200,0.9042102288782142,14,0.003955919751342187,13,0.003673354054817745,107,0.030234529528115287
1646,"Silver Bow County, Montana",35133,31800,0.9051319272478866,131,0.0037286881279708535,219,0.006233455725386389,1638,0.04662283323371189
1647,"Stillwater County, Montana",8963,8216,0.9166573691844249,17,0.0018966863773290192,25,0.0027892446725426754,269,0.030012272676559187
1648,"Sweet Grass County, Montana",3678,3375,0.9176182707993474,8,0.002175095160413268,15,0.004078303425774877,98,0.026644915715062535
1649,"Teton County, Montana",6226,5685,0.9131063283006746,21,0.0033729521362030196,18,0.0028911018310311598,85,0.0136524253132027
1650,"Toole County, Montana",4971,4268,0.8585797626232147,32,0.0064373365520016095,37,0.007443170388251861,178,0.03580768457050895
1651,"Treasure County, Montana",762,698,0.916010498687664,1,0.0013123359580052493,4,0.005249343832020997,31,0.04068241469816273
1652,"Valley County, Montana",7578,6392,0.8434943256795988,15,0.001979414093428345,21,0.0027711797307996833,174,0.022961203483768806
1653,"Wheatland County, Montana",2069,1877,0.9072015466408894,6,0.0028999516674722086,3,0.0014499758337361043,68,0.03286611889801837
1654,"Wibaux County, Montana",937,870,0.928495197438634,2,0.0021344717182497333,2,0.0021344717182497333,27,0.0288153681963714
1655,"Yellowstone County, Montana",164731,139965,0.8496579271661072,1309,0.007946288191050865,1320,0.008013063722068099,10115,0.061403136021756684
1656,"Adams County, Nebraska",31205,26656,0.8542220797949046,258,0.008267905784329434,429,0.013747796827431501,3659,0.11725684986380387
1657,"Antelope County, Nebraska",6295,5937,0.9431294678316124,22,0.0034948371723590153,22,0.0034948371723590153,221,0.035107227958697376
1658,"Arthur County, Nebraska",434,400,0.9216589861751152,3,0.0069124423963133645,0,0.0,12,0.027649769585253458
1659,"Banner County, Nebraska",674,614,0.9109792284866469,0,0.0,3,0.004451038575667656,51,0.07566765578635015
1660,"Blaine County, Nebraska",431,397,0.9211136890951276,1,0.002320185614849188,3,0.0069605568445475635,11,0.025522041763341066
1661,"Boone County, Nebraska",5379,5091,0.9464584495259342,21,0.0039040713887339654,7,0.0013013571295779885,183,0.03402119353039598
1662,"Box Butte County, Nebraska",10842,9063,0.8359158826784726,66,0.006087437742114001,75,0.00691754288876591,1246,0.11492344585869765
1663,"Boyd County, Nebraska",1810,1724,0.9524861878453039,0,0.0,0,0.0,33,0.018232044198895028
1664,"Brown County, Nebraska",2903,2664,0.9176713744402343,2,0.0006889424733034792,8,0.002755769893213917,176,0.06062693765070617
1665,"Buffalo County, Nebraska",50084,43363,0.8658054468492932,643,0.012838431435188882,670,0.013377525756728697,5062,0.1010702020605383
1666,"Burt County, Nebraska",6722,6248,0.9294852722404047,22,0.0032728354656352274,35,0.0052067836953287715,172,0.025587622731329963
1667,"Butler County, Nebraska",8369,7725,0.9230493487871908,28,0.0033456804875134426,9,0.0010753972995578922,482,0.05759349982076711
1668,"Cass County, Nebraska",26598,24633,0.9261222648319423,103,0.0038724716144070983,108,0.004060455673358899,988,0.03714565004887586
1669,"Cedar County, Nebraska",8380,8064,0.962291169451074,28,0.003341288782816229,12,0.001431980906921241,186,0.022195704057279237
1670,"Chase County, Nebraska",3893,3310,0.8502440277421012,20,0.005137426149499101,11,0.0028255843822245054,562,0.14436167480092474
1671,"Cherry County, Nebraska",5455,4830,0.8854262144821264,11,0.0020164986251145736,7,0.0012832263978001834,148,0.027131072410632447
1672,"Cheyenne County, Nebraska",9468,8518,0.8996620194338826,60,0.0063371356147021544,75,0.007921419518377694,751,0.07931981411068864
1673,"Clay County, Nebraska",6104,5502,0.9013761467889908,10,0.00163826998689384,10,0.00163826998689384,523,0.08568152031454784
1674,"Colfax County, Nebraska",10582,5839,0.5517860517860518,378,0.03572103572103572,50,0.004725004725004725,4993,0.47183897183897183
1675,"Cuming County, Nebraska",9013,7841,0.86996560523688,23,0.0025518695218018418,18,0.001997115277931876,1112,0.12337734383668035
1676,"Custer County, Nebraska",10545,9920,0.9407302038880986,48,0.004551920341394026,19,0.0018018018018018018,388,0.03679468942626837
1677,"Dakota County, Nebraska",21582,11028,0.5109813733666945,1613,0.0747382077657307,609,0.028217959410619962,8811,0.40825688073394495
1678,"Dawes County, Nebraska",8199,7069,0.8621783144285888,164,0.020002439321868522,53,0.006464202951579461,328,0.040004878643737043
1679,"Dawson County, Nebraska",24111,15098,0.626187217452615,1210,0.050184563062502595,200,0.008294969101240097,8643,0.35846708971009084
1680,"Deuel County, Nebraska",1838,1709,0.9298150163220892,1,0.000544069640914037,6,0.003264417845484222,100,0.0544069640914037
1681,"Dixon County, Nebraska",5606,4735,0.8446307527648947,18,0.003210845522654299,22,0.00392436674991081,796,0.14199072422404566
1682,"Dodge County, Nebraska",37167,30548,0.8219119111039362,247,0.00664568030779993,204,0.005488740011300347,6083,0.16366669357225497
1683,"Douglas County, Nebraska",584526,398426,0.6816223743682915,64721,0.11072390278618915,27827,0.04760609451076599,80820,0.13826587696697837
1684,"Dundy County, Nebraska",1654,1506,0.9105199516324063,7,0.004232164449818622,1,0.0006045949214026602,103,0.062273276904474005
1685,"Fillmore County, Nebraska",5551,5227,0.9416321383534498,22,0.003963249864889209,13,0.00234192037470726,177,0.031886146640245
1686,"Franklin County, Nebraska",2889,2760,0.9553478712357217,6,0.0020768431983385254,17,0.005884389061959155,82,0.028383523710626513
1687,"Frontier County, Nebraska",2519,2376,0.9432314410480349,17,0.006748709805478364,0,0.0,81,0.03215561730845574
1688,"Furnas County, Nebraska",4636,4293,0.9260138050043141,9,0.0019413287316652286,6,0.0012942191544434857,220,0.04745470232959448
1689,"Gage County, Nebraska",21704,20298,0.9352193144120899,140,0.006450423884998157,99,0.004561371175820126,635,0.029257279764098785
1690,"Garden County, Nebraska",1874,1748,0.9327641408751334,7,0.003735325506937033,2,0.0010672358591248667,88,0.04695837780149413
1691,"Garfield County, Nebraska",1813,1758,0.9696635410921125,3,0.001654715940430226,0,0.0,24,0.013237727523441808
1692,"Gosper County, Nebraska",1893,1778,0.9392498679344955,4,0.0021130480718436345,11,0.005810882197569995,95,0.050184891706286316
1693,"Grant County, Nebraska",611,580,0.9492635024549918,5,0.008183306055646482,1,0.0016366612111292963,12,0.019639934533551555
1694,"Greeley County, Nebraska",2188,2102,0.9606946983546618,1,0.0004570383912248629,6,0.002742230347349177,52,0.02376599634369287
1695,"Hall County, Nebraska",62895,43702,0.6948406073614755,1919,0.030511169409333017,727,0.011558947452102711,19181,0.30496859845774704
1696,"Hamilton County, Nebraska",9429,8894,0.9432601548414467,27,0.0028635062042634426,15,0.001590836780146357,320,0.03393785130978895
1697,"Harlan County, Nebraska",3073,2926,0.9521640091116174,2,0.0006508298080052066,11,0.0035795639440286365,90,0.0292873413602343
1698,"Hayes County, Nebraska",856,768,0.897196261682243,0,0.0,2,0.002336448598130841,63,0.07359813084112149
1699,"Hitchcock County, Nebraska",2616,2497,0.9545107033639144,1,0.00038226299694189603,2,0.0007645259938837921,87,0.033256880733944956
1700,"Holt County, Nebraska",10127,9460,0.9341364668707416,43,0.004246074849412462,52,0.005134788189987163,521,0.05144662782660215
1701,"Hooker County, Nebraska",711,665,0.9353023909985936,4,0.005625879043600563,1,0.0014064697609001407,11,0.015471167369901548
1702,"Howard County, Nebraska",6475,6200,0.9575289575289575,14,0.002162162162162162,12,0.0018532818532818532,146,0.02254826254826255
1703,"Jefferson County, Nebraska",7240,6671,0.9214088397790056,20,0.0027624309392265192,15,0.0020718232044198894,361,0.049861878453038674
1704,"Johnson County, Nebraska",5290,4187,0.7914933837429111,315,0.05954631379962193,76,0.014366729678638942,629,0.11890359168241967
1705,"Kearney County, Nebraska",6688,6159,0.9209031100478469,3,0.0004485645933014354,12,0.0017942583732057417,385,0.05756578947368421
1706,"Keith County, Nebraska",8335,7509,0.9008998200359928,19,0.0022795440911817636,46,0.005518896220755849,750,0.08998200359928014
1707,"Keya Paha County, Nebraska",769,737,0.9583875162548765,0,0.0,0,0.0,20,0.02600780234070221
1708,"Kimball County, Nebraska",3434,3122,0.9091438555620268,1,0.00029120559114735004,15,0.004368083867210251,262,0.0762958648806057
1709,"Knox County, Nebraska",8391,7018,0.8363723036586819,16,0.0019068049100226434,28,0.003336908592539626,185,0.022047431772136812
1710,"Lancaster County, Nebraska",322608,258438,0.8010898675792293,13759,0.042649283340772705,14086,0.04366289738630164,25844,0.08010960670535139
1711,"Lincoln County, Nebraska",34676,30678,0.8847041181220441,427,0.012313992386665128,325,0.009372476640904372,3011,0.08683239127927096
1712,"Logan County, Nebraska",716,676,0.9441340782122905,0,0.0,4,0.00558659217877095,23,0.03212290502793296
1713,"Loup County, Nebraska",607,565,0.9308072487644151,0,0.0,1,0.0016474464579901153,18,0.029654036243822075
1714,"McPherson County, Nebraska",399,378,0.9473684210526315,0,0.0,2,0.005012531328320802,3,0.007518796992481203
1715,"Madison County, Nebraska",35585,28898,0.8120837431502037,414,0.011634115498103134,448,0.012589574258816917,5514,0.1549529296051707
1716,"Merrick County, Nebraska",7668,7049,0.9192749087115284,44,0.005738132498695879,32,0.004173187271778821,372,0.048513302034428794
1717,"Morrill County, Nebraska",4555,3892,0.8544456641053787,20,0.0043907793633369925,21,0.004610318331503842,648,0.14226125137211856
1718,"Nance County, Nebraska",3380,3224,0.9538461538461539,4,0.001183431952662722,6,0.0017751479289940828,60,0.01775147928994083
1719,"Nemaha County, Nebraska",7074,6602,0.9332767882386203,66,0.009329940627650551,33,0.004664970313825276,208,0.029403449250777494
1720,"Nuckolls County, Nebraska",4095,3862,0.9431013431013431,6,0.0014652014652014652,4,0.0009768009768009768,118,0.028815628815628817
1721,"Otoe County, Nebraska",15912,14172,0.8906485671191554,89,0.005593262946204123,90,0.005656108597285068,1262,0.07931121166415284
1722,"Pawnee County, Nebraska",2544,2461,0.967374213836478,4,0.0015723270440251573,0,0.0,39,0.015330188679245283
1723,"Perkins County, Nebraska",2858,2660,0.9307207837648706,10,0.0034989503149055285,3,0.0010496850944716584,146,0.05108467459762071
1724,"Phelps County, Nebraska",8968,8286,0.9239518287243532,35,0.003902765388046387,28,0.0031222123104371097,551,0.0614406779661017
1725,"Pierce County, Nebraska",7317,6993,0.955719557195572,31,0.004236709033757004,16,0.002186688533552002,142,0.01940686073527402
1726,"Platte County, Nebraska",34296,26932,0.785281082341964,374,0.010905061814788897,205,0.005977373454630277,7252,0.21145323069745742
1727,"Polk County, Nebraska",5214,4798,0.9202148062907557,11,0.002109704641350211,2,0.0003835826620636747,259,0.049673954737245875
1728,"Red Willow County, Nebraska",10702,9734,0.9095496168940385,113,0.010558774060923192,39,0.00364417865819473,687,0.0641936086712764
1729,"Richardson County, Nebraska",7871,7151,0.9085249650616186,24,0.00304916783127938,36,0.00457375174691907,155,0.01969254224367933
1730,"Rock County, Nebraska",1262,1223,0.9690966719492868,3,0.002377179080824089,0,0.0,20,0.01584786053882726
1731,"Saline County, Nebraska",14292,9893,0.6922054296109712,137,0.009585782255807444,277,0.01938147215225301,4067,0.28456479149174363
1732,"Sarpy County, Nebraska",190604,152525,0.8002193028477891,7459,0.039133491427252316,4794,0.025151623260792007,20055,0.10521814862227445
1733,"Saunders County, Nebraska",22278,20897,0.9380105934105395,80,0.003590986623574827,86,0.0038603106203429394,585,0.026259089684890925
1734,"Scotts Bluff County, Nebraska",36084,28265,0.783311162842257,287,0.007953663673650371,281,0.0077873849905775415,8203,0.22733067287440417
1735,"Seward County, Nebraska",17609,16566,0.9407689249815435,105,0.005962859901186893,57,0.003236981089215742,496,0.028167414390368562
1736,"Sheridan County, Nebraska",5127,4143,0.8080748976009362,15,0.002925687536571094,30,0.005851375073142188,222,0.04330017554125219
1737,"Sherman County, Nebraska",2959,2807,0.9486312943562014,10,0.0033795201081446434,5,0.0016897600540723217,82,0.027712064886786077
1738,"Sioux County, Nebraska",1135,1065,0.9383259911894273,0,0.0,4,0.003524229074889868,43,0.03788546255506608
1739,"Stanton County, Nebraska",5842,5308,0.9085929476206779,22,0.003765833618623759,18,0.0030811365970558027,352,0.060253337897980146
1740,"Thayer County, Nebraska",5034,4817,0.9568931267381804,10,0.001986491855383393,10,0.001986491855383393,136,0.027016289233214145
1741,"Thomas County, Nebraska",669,630,0.9417040358744395,0,0.0,1,0.0014947683109118087,29,0.043348281016442454
1742,"Thurston County, Nebraska",6773,2475,0.36542152664993355,24,0.0035434814705448104,9,0.0013288055514543038,260,0.03838771593090211
1743,"Valley County, Nebraska",4059,3865,0.9522049765952205,15,0.003695491500369549,10,0.002463661000246366,116,0.028578467602857847
1744,"Washington County, Nebraska",20865,19518,0.9354421279654924,72,0.0034507548526240116,100,0.004792715073088905,619,0.02966690630242032
1745,"Wayne County, Nebraska",9697,8023,0.8273692894709704,351,0.03619676188511911,122,0.012581210683716613,991,0.10219655563576364
1746,"Webster County, Nebraska",3395,3160,0.930780559646539,14,0.004123711340206186,9,0.002650957290132548,148,0.043593519882179674
1747,"Wheeler County, Nebraska",774,741,0.9573643410852714,0,0.0,0,0.0,20,0.025839793281653745
1748,"York County, Nebraska",14125,12789,0.9054159292035399,174,0.01231858407079646,95,0.006725663716814159,839,0.059398230088495575
1749,"Churchill County, Nevada",25516,18717,0.733539739771124,460,0.01802790406019752,680,0.026649945132465904,3586,0.1405392694779746
1750,"Clark County, Nevada",2265461,1016368,0.4486362819752801,286684,0.12654554635899712,237663,0.10490712486332804,701416,0.3096129220498609
1751,"Douglas County, Nevada",49488,40307,0.8144802780472034,243,0.004910281280310378,934,0.018873262204978983,6141,0.12409068865179437
1752,"Elko County, Nevada",53702,37435,0.6970876317455589,522,0.00972030836840341,598,0.011135525678745671,13592,0.2531004431864735
1753,"Esmeralda County, Nevada",729,548,0.7517146776406035,4,0.0054869684499314125,6,0.00823045267489712,139,0.1906721536351166
1754,"Eureka County, Nevada",1855,1577,0.8501347708894879,3,0.0016172506738544475,4,0.00215633423180593,178,0.09595687331536389
1755,"Humboldt County, Nevada",17285,12063,0.6978883424934915,147,0.008504483656349437,164,0.009487995371709575,4511,0.26097772635232863
1756,"Lander County, Nevada",5734,4282,0.7467736309731426,12,0.0020927799093128706,27,0.004708754795953959,1256,0.21904429717474713
1757,"Lincoln County, Nevada",4499,3950,0.8779728828628585,171,0.03800844632140476,21,0.0046677039342076015,294,0.06534785507890642
1758,"Lyon County, Nevada",59235,44813,0.7565290790917532,530,0.008947412847134295,980,0.016544272811682283,10339,0.17454207816324807
1759,"Mineral County, Nevada",4554,3001,0.6589811155028547,165,0.036231884057971016,65,0.01427316644707949,508,0.11155028546332894
1760,"Nye County, Nevada",51591,39153,0.7589114380415188,1573,0.030489814114864996,1060,0.02054621930181621,7927,0.15365083057122367
1761,"Pershing County, Nevada",6650,4455,0.6699248120300751,322,0.04842105263157895,113,0.016992481203007517,1499,0.22541353383458645
1762,"Storey County, Nevada",4104,3427,0.8350389863547758,24,0.005847953216374269,67,0.016325536062378167,340,0.08284600389863547
1763,"Washoe County, Nevada",486492,311769,0.6408512370193138,12295,0.02527276913083874,28799,0.059197273542010966,122204,0.251194264242783
1764,"White Pine County, Nevada",9080,6746,0.7429515418502203,442,0.0486784140969163,106,0.011674008810572687,1457,0.1604625550660793
1765,"Carson City, Nevada",58639,39852,0.6796159552516243,1142,0.01947509336789509,1416,0.024147751496444346,14870,0.2535854977063047
1766,"Belknap County, New Hampshire",63705,59134,0.9282473903147319,359,0.005635350443450279,588,0.009230044737461737,1261,0.01979436464955655
1767,"Carroll County, New Hampshire",50107,47199,0.9419641966192348,134,0.002674277047119165,359,0.007164667611311792,769,0.01534715708384058
1768,"Cheshire County, New Hampshire",76458,69907,0.914318972507782,708,0.009259985874597818,1079,0.014112323105495829,1802,0.023568495121504617
1769,"Coos County, New Hampshire",31268,28946,0.9257387744659077,526,0.01682231034923884,202,0.006460278879365486,672,0.02149162082640399
1770,"Grafton County, New Hampshire",91118,81268,0.8918984174367304,819,0.008988344783687086,2867,0.03146469413288264,2579,0.02830395750565201
1771,"Hillsborough County, New Hampshire",422937,350270,0.8281848123952267,10937,0.02585964339842577,16523,0.03906728425273741,33498,0.07920328559572702
1772,"Merrimack County, New Hampshire",153808,138454,0.9001742432123166,2650,0.017229272859669197,3026,0.019673879122022262,3880,0.025226256111515657
1773,"Rockingham County, New Hampshire",314176,285715,0.9094106488083112,2278,0.007250712976166225,6316,0.02010338154410267,10257,0.032647305968629046
1774,"Strafford County, New Hampshire",130889,115890,0.8854067186700181,1513,0.011559412937680019,4506,0.03442611678597896,3914,0.02990320042173139
1775,"Sullivan County, New Hampshire",43063,39420,0.9154030141885146,203,0.004714023639783573,405,0.009404825488238162,822,0.019088312472424124
1776,"Atlantic County, New Jersey",274534,156796,0.5711350870930376,41519,0.1512344554772815,21784,0.07934900595190396,53713,0.19565154042850794
1777,"Bergen County, New Jersey",955732,543849,0.5690392285703524,54831,0.057370685505978666,158630,0.16597749159806305,204683,0.2141635939782282
1778,"Burlington County, New Jersey",461860,303024,0.6560949205386913,77749,0.16833889057290088,26235,0.05680292729398519,40387,0.08744424717446846
1779,"Camden County, New Jersey",523485,293198,0.5600886367326666,101109,0.19314593541362216,32598,0.062271125247141755,95255,0.1819631890121016
1780,"Cape May County, New Jersey",95263,81536,0.8559041810566537,3567,0.03744370847023503,908,0.009531507510785929,7465,0.07836200833482045
1781,"Cumberland County, New Jersey",154152,74606,0.48397685401421975,28581,0.18540790907675542,2108,0.013674814468835955,53054,0.34416679640873943
1782,"Essex County, New Jersey",863728,261487,0.30274229850138007,335047,0.3879079988144416,47591,0.055099522071763336,210353,0.24354079061926903
1783,"Gloucester County, New Jersey",302294,230313,0.761884126049475,32992,0.1091387854208155,9543,0.03156860539739459,22135,0.07322341826169226
1784,"Hudson County, New Jersey",724854,248561,0.3429118139652951,79498,0.10967449996826947,124555,0.1718346039340336,293019,0.40424554462002005
1785,"Hunterdon County, New Jersey",128947,106790,0.828169713137956,3174,0.02461476420544875,5714,0.0443127796691664,10929,0.0847557523633741
1786,"Mercer County, New Jersey",387340,178447,0.4606986110393969,74993,0.19361026488356484,48537,0.1253085144833996,84177,0.2173207001600661
1787,"Middlesex County, New Jersey",863162,361742,0.4190893482335877,84360,0.09773368151053916,228813,0.2650869709278212,193687,0.2243924083775699
1788,"Monmouth County, New Jersey",643615,476056,0.7396595790961988,41124,0.06389534115892265,36316,0.05642503670672685,80730,0.12543212945627433
1789,"Morris County, New Jersey",509285,354824,0.6967100935625435,16669,0.03273020018260895,58034,0.11395191297603503,76661,0.1505267188313027
1790,"Ocean County, New Jersey",637229,534036,0.8380597869839571,19079,0.029940570815201444,11526,0.018087689041145334,66329,0.10408973853983419
1791,"Passaic County, New Jersey",524118,229573,0.43801777462327185,57809,0.11029768105655596,30852,0.05886460682518059,224030,0.4274419119358618
1792,"Salem County, New Jersey",64837,46600,0.7187254191279671,9534,0.1470456683683699,667,0.010287335934728628,6535,0.100791214892731
1793,"Somerset County, New Jersey",345361,185499,0.537116234896239,31842,0.09219917709295491,67309,0.19489461751616424,57379,0.16614209479356384
1794,"Sussex County, New Jersey",144221,121879,0.8450849737555557,3088,0.02141158361126327,3002,0.020815276554731973,14310,0.09922272068561444
1795,"Union County, New Jersey",575345,236589,0.41121240299298684,117306,0.20388810192145582,32434,0.056373132642153836,195519,0.3398291459906665
1796,"Warren County, New Jersey",109632,86875,0.7924237448920023,5899,0.053807282545242266,2934,0.026762259194395798,12225,0.11150941330998249
1797,"Bernalillo County, New Mexico",676444,353144,0.522059475728959,21344,0.031553240179527056,20253,0.029940394178971208,329481,0.48707801384889216
1798,"Catron County, New Mexico",3579,2961,0.8273260687342833,37,0.010338083263481419,8,0.0022352612461581448,602,0.1682034087734004
1799,"Chaves County, New Mexico",65157,36649,0.5624721825743972,1225,0.01880074282118575,667,0.01023681262182114,37097,0.5693478828061451
1800,"Cibola County, New Mexico",27172,8080,0.2973649344913882,284,0.010451935816281467,209,0.0076917414986015014,8644,0.31812159576034155
1801,"Colfax County, New Mexico",12387,8137,0.6568983611851135,36,0.00290627270525551,61,0.004924517639460725,5878,0.4745297489303302
1802,"Curry County, New Mexico",48430,27928,0.5766673549452819,2900,0.059880239520958084,810,0.016725170348957256,21796,0.45005162089613876
1803,"De Baca County, New Mexico",1698,1298,0.7644287396937574,8,0.004711425206124852,11,0.006478209658421673,654,0.38515901060070673
1804,"Doña Ana County, New Mexico",219561,104209,0.4746243640719436,4072,0.0185460988062543,2700,0.012297265907879815,147672,0.6725784633883066
1805,"Eddy County, New Mexico",62314,36266,0.5819879962769201,977,0.015678659691241135,597,0.009580511602529127,31307,0.5024071637192284
1806,"Grant County, New Mexico",28185,18266,0.6480752173141742,309,0.010963278339542309,202,0.00716693276565549,13466,0.47777186446691505
1807,"Guadalupe County, New Mexico",4452,2067,0.4642857142857143,74,0.016621743036837375,50,0.011230907457322551,3436,0.7717879604672058
1808,"Harding County, New Mexico",657,428,0.6514459665144596,4,0.0060882800608828,0,0.0,282,0.4292237442922374
1809,"Hidalgo County, New Mexico",4178,2655,0.6354715174724749,14,0.003350885591191958,14,0.003350885591191958,2390,0.572044040210627
1810,"Lea County, New Mexico",74455,34303,0.4607212410180646,2801,0.03762003894970116,661,0.00887784567859781,45193,0.6069840843462494
1811,"Lincoln County, New Mexico",20269,14263,0.7036854309536731,88,0.004341605407272189,162,0.00799250086338744,6496,0.3204894173368198
1812,"Los Alamos County, New Mexico",19419,14513,0.7473608321746743,167,0.008599824913744272,1238,0.06375199546835573,3435,0.17688861424378186
1813,"Luna County, New Mexico",25427,12797,0.5032839108034766,304,0.011955795021040626,175,0.006882447791717466,16670,0.655602312502458
1814,"McKinley County, New Mexico",72902,7639,0.10478450522619406,353,0.004842116814353516,948,0.013003758470275163,8611,0.11811747277166607
1815,"Mora County, New Mexico",4189,2020,0.48221532585342564,14,0.0033420864168059203,16,0.0038195273334924802,3301,0.7880162329911673
1816,"Otero County, New Mexico",67839,38167,0.562611477173897,2662,0.039239965211751354,1056,0.015566267191438552,26152,0.3855009655213078
1817,"Quay County, New Mexico",8746,6181,0.7067230734049852,110,0.012577178138577635,49,0.005602561170820947,3848,0.4399725588840613
1818,"Rio Arriba County, New Mexico",40363,13865,0.3435076679136833,206,0.005103684067091148,256,0.006342442335802592,27159,0.672868716398682
1819,"Roosevelt County, New Mexico",19191,11910,0.6206034078474285,504,0.0262623104580272,189,0.0098483664217602,8397,0.43754885102391744
1820,"Sandoval County, New Mexico",148834,81521,0.5477310292003171,3327,0.022353763253020142,2545,0.017099587459854602,57617,0.38712256608033113
1821,"San Juan County, New Mexico",121661,50416,0.41439738289180594,714,0.005868766490494078,916,0.007529117794527416,23630,0.19422822432825637
1822,"San Miguel County, New Mexico",27201,12382,0.4552038527995294,344,0.012646593875225175,156,0.005735083268997463,20490,0.7532811293702437
1823,"Santa Fe County, New Mexico",154823,88915,0.5743009759531853,1412,0.009120091975998399,2367,0.015288426138235275,74377,0.4804001989368505
1824,"Sierra County, New Mexico",11576,8815,0.7614892881824464,93,0.008033863165169316,125,0.010798203178991016,3311,0.286022805805114
1825,"Socorro County, New Mexico",16595,8099,0.48803856583308225,176,0.010605604097619766,311,0.018740584513407654,8353,0.5033443808376017
1826,"Taos County, New Mexico",34489,19084,0.5533358462118356,173,0.0050160920873321925,210,0.006088897909478384,17430,0.5053785264867059
