,County,Population,White Population,% White,Black Population,% Black,Asian Population,% Asian,Hispanic Population,% Hispanic
868,"Pottawattamie County, Iowa",93667,81329,0.8682780488325664,1889,0.020167188017124495,785,0.008380753093405361,7660,0.08177906840189181
869,"Poweshiek County, Iowa",18662,17209,0.9221412495981138,328,0.017575822527060338,223,0.011949415925409924,529,0.028346372307362554
870,"Ringgold County, Iowa",4663,4469,0.9583958824790907,3,0.0006433626420759168,8,0.0017156337122024449,71,0.015226249195796697
871,"Sac County, Iowa",9814,9271,0.9446708783370695,46,0.004687181577338496,31,0.003158752802119421,354,0.03607091909517016
872,"Scott County, Iowa",174669,138752,0.7943710675620745,14117,0.08082143940825218,4858,0.027812605556795995,12092,0.06922808283095455
873,"Shelby County, Iowa",11746,10990,0.9356376638855781,53,0.004512174357227993,49,0.004171632896305125,412,0.035075770475055335
874,"Sioux County, Iowa",35872,30745,0.8570751561106156,195,0.005435994647636039,224,0.006244424620874219,4914,0.1369870651204282
875,"Story County, Iowa",98537,81046,0.8224930736677594,3019,0.03063823741335742,5461,0.05542080639759684,5032,0.05106711184631154
876,"Tama County, Iowa",17135,13658,0.7970819959147942,137,0.00799533119346367,81,0.004727166618033265,1804,0.10528158739422235
877,"Taylor County, Iowa",5896,5412,0.917910447761194,2,0.00033921302578018993,15,0.002544097693351425,399,0.0676729986431479
878,"Union County, Iowa",12138,11365,0.936315702751689,118,0.009721535673092767,65,0.00535508320975449,399,0.0328719723183391
879,"Van Buren County, Iowa",7203,6923,0.9611273080660836,28,0.003887269193391642,24,0.003331945022907122,114,0.01582673885880883
880,"Wapello County, Iowa",35437,28180,0.7952140418206959,1469,0.04145384767333578,629,0.01774980952112199,4332,0.12224511104213111
881,"Warren County, Iowa",52403,48539,0.9262637635249891,455,0.008682709005209625,383,0.0073087418659237065,1658,0.031639409957445186
882,"Washington County, Iowa",22565,20374,0.9029027254597829,188,0.008331486815865279,116,0.00514070463106581,1612,0.07143806780412143
883,"Wayne County, Iowa",6497,6261,0.9636755425581037,10,0.0015391719255040787,25,0.003847929813760197,61,0.00938894874557488
884,"Webster County, Iowa",36999,32108,0.8678072380334604,1825,0.04932565745020136,303,0.008189410524608772,2063,0.05575826373685775
885,"Winnebago County, Iowa",10679,9665,0.9050472890720105,214,0.020039329525236446,98,0.00917688922183725,594,0.055623185691544154
886,"Winneshiek County, Iowa",20070,18852,0.9393124065769806,131,0.006527154957648231,178,0.008868958644743397,585,0.02914798206278027
887,"Woodbury County, Iowa",105941,76794,0.724875166366185,5197,0.04905560642244268,3008,0.02839316223180827,18746,0.17694754627575726
888,"Worth County, Iowa",7443,7041,0.9459895203546956,60,0.008061265618702136,32,0.004299341663307806,211,0.028348784092435846
889,"Wright County, Iowa",12943,10542,0.8144943212547323,75,0.005794638028277834,69,0.005331066986015607,2394,0.18496484586262846
890,"Allen County, Kansas",12526,11180,0.8925435095002395,186,0.01484911384320613,67,0.0053488743413699505,502,0.04007664058757784
891,"Anderson County, Kansas",7836,7312,0.933129147524247,26,0.003318019397651863,47,0.0059979581419091375,155,0.019780500255232262
892,"Atchison County, Kansas",16348,14111,0.8631636897479814,788,0.04820161487643748,83,0.00507707364815268,583,0.03566185466112062
893,"Barber County, Kansas",4228,3857,0.9122516556291391,8,0.001892147587511826,16,0.003784295175023652,162,0.038315988647114475
894,"Barton County, Kansas",25493,21157,0.8299140940650375,312,0.01223865374808771,80,0.0031381163456635154,4127,0.1618875769819166
895,"Bourbon County, Kansas",14360,12585,0.8763927576601671,469,0.03266016713091922,98,0.006824512534818941,386,0.026880222841225626
896,"Brown County, Kansas",9508,7772,0.8174169120740429,100,0.01051745898190997,45,0.004732856541859487,352,0.0370214556163231
897,"Butler County, Kansas",67380,58119,0.8625556544968833,1463,0.021712674384090233,1005,0.01491540516473731,3578,0.0531018106262986
898,"Chase County, Kansas",2572,2271,0.8829704510108864,20,0.007776049766718507,8,0.003110419906687403,222,0.08631415241057543
899,"Chautauqua County, Kansas",3379,2847,0.8425569695176087,23,0.006806747558449245,19,0.0056229653743711154,138,0.040840485350695475
900,"Cherokee County, Kansas",19362,16475,0.8508935027373206,80,0.004131804565644045,65,0.0033570912095857866,514,0.02654684433426299
901,"Cheyenne County, Kansas",2616,2282,0.8723241590214067,7,0.002675840978593272,12,0.0045871559633027525,238,0.09097859327217125
902,"Clark County, Kansas",1991,1724,0.8658965344048217,6,0.0030135610246107484,24,0.012054244098442994,203,0.10195881466599699
903,"Clay County, Kansas",8117,7542,0.9291610200813109,50,0.00615991129727732,53,0.006529505975113958,218,0.026857213256129112
904,"Cloud County, Kansas",9032,8338,0.9231620903454384,123,0.01361824623560673,40,0.0044286979627989375,319,0.03531886625332152
905,"Coffey County, Kansas",8360,7777,0.9302631578947368,45,0.005382775119617225,44,0.005263157894736842,221,0.026435406698564593
906,"Comanche County, Kansas",1689,1560,0.9236234458259325,12,0.007104795737122558,0,0.0,98,0.05802249851983422
907,"Cowley County, Kansas",34549,27413,0.7934527772149701,895,0.025905236041564157,505,0.014616920894960781,3971,0.1149382037106718
908,"Crawford County, Kansas",38972,32587,0.836164425741558,913,0.02342707584932772,461,0.011829005439802935,2716,0.06969106024838345
909,"Decatur County, Kansas",2764,2605,0.9424746743849494,9,0.003256150506512301,15,0.005426917510853835,76,0.027496382054992764
910,"Dickinson County, Kansas",18402,16814,0.9137050320617324,117,0.006358004564721226,80,0.004347353548527334,905,0.04917943701771547
911,"Doniphan County, Kansas",7510,6701,0.8922769640479361,268,0.03568575233022637,32,0.004260985352862849,204,0.027163781624500664
912,"Douglas County, Kansas",118785,92694,0.7803510544260639,5301,0.04462684682409395,4685,0.03944100686113566,8295,0.06983204950119964
913,"Edwards County, Kansas",2907,2400,0.8255933952528379,14,0.004815961472308222,2,0.0006879944960440316,623,0.21431028551771586
914,"Elk County, Kansas",2483,2253,0.9073701167942005,5,0.002013693113169553,4,0.0016109544905356424,101,0.04067660088602497
915,"Ellis County, Kansas",28934,25584,0.8842192576207921,340,0.011750881316098707,266,0.009193336559065459,2016,0.06967581392133822
916,"Ellsworth County, Kansas",6376,5655,0.8869196988707654,254,0.03983688833124216,31,0.00486198243412798,365,0.05724592220828106
917,"Finney County, Kansas",38470,19812,0.5149987002859371,1542,0.04008318170002599,1548,0.04023914738757473,19883,0.5168442942552638
918,"Ford County, Kansas",34287,17167,0.5006853909645055,978,0.028523930352611776,417,0.012162043923352874,19666,0.5735701577857497
919,"Franklin County, Kansas",25996,23187,0.8919449146022465,305,0.011732574242191107,108,0.004154485305431605,1147,0.044122172641944915
920,"Geary County, Kansas",36739,21857,0.5949263725196657,6303,0.17156155583984323,1250,0.034023789433571955,5776,0.15721712621464928
921,"Gove County, Kansas",2718,2516,0.9256806475349522,5,0.001839587932303164,15,0.005518763796909493,83,0.030537159676232523
922,"Graham County, Kansas",2415,2212,0.9159420289855073,57,0.02360248447204969,14,0.005797101449275362,62,0.02567287784679089
923,"Grant County, Kansas",7352,4223,0.5744015233949945,10,0.0013601741022850925,14,0.0019042437431991295,3862,0.5252992383025027
924,"Gray County, Kansas",5653,4879,0.863081549619671,19,0.0033610472315584645,14,0.0024765611179904477,839,0.14841676985671326
925,"Greeley County, Kansas",1284,1075,0.8372274143302181,2,0.001557632398753894,5,0.003894080996884735,199,0.15498442367601245
926,"Greenwood County, Kansas",6016,5494,0.9132313829787234,28,0.004654255319148936,36,0.005984042553191489,204,0.0339095744680851
927,"Hamilton County, Kansas",2518,1597,0.6342335186656076,13,0.005162827640984908,5,0.0019857029388403494,1084,0.43050039714058774
928,"Harper County, Kansas",5485,4829,0.8804010938924339,17,0.003099361896080219,15,0.0027347310847766638,425,0.07748404740200547
929,"Harvey County, Kansas",34024,28658,0.8422877968492829,650,0.01910416176816365,261,0.007671055725370327,4055,0.1191805784152363
930,"Haskell County, Kansas",3780,2842,0.7518518518518519,13,0.0034391534391534392,2,0.0005291005291005291,1119,0.29603174603174603
931,"Hodgeman County, Kansas",1723,1584,0.9193267556587348,14,0.00812536273940801,12,0.006964596633778294,96,0.05571677307022635
932,"Jackson County, Kansas",13232,10727,0.810686215235792,103,0.007784159613059251,34,0.002569528415961306,630,0.04761185006045949
933,"Jefferson County, Kansas",18368,16797,0.914470818815331,103,0.0056075783972125435,43,0.0023410278745644598,567,0.03086890243902439
934,"Jewell County, Kansas",2932,2757,0.9403137789904502,5,0.0017053206002728514,10,0.0034106412005457027,62,0.021145975443383355
935,"Johnson County, Kansas",609863,473342,0.7761448062925608,28781,0.04719256619929394,33030,0.05415970472056839,54389,0.08918232455485904
936,"Kearny County, Kansas",3983,2661,0.6680893798644238,41,0.010293748430831032,7,0.0017574692442882249,1396,0.3504895807180517
937,"Kingman County, Kansas",7470,6925,0.9270414993306559,38,0.0050870147255689425,35,0.004685408299866131,268,0.0358768406961178
938,"Kiowa County, Kansas",2460,2184,0.8878048780487805,43,0.017479674796747967,16,0.0065040650406504065,87,0.03536585365853658
939,"Labette County, Kansas",20184,16464,0.8156956004756243,867,0.04295481569560047,91,0.004508521601268332,939,0.04652199762187872
940,"Lane County, Kansas",1574,1406,0.8932655654383735,0,0.0,0,0.0,143,0.09085133418043202
941,"Leavenworth County, Kansas",81881,64640,0.7894383312367949,6858,0.08375569423920079,1103,0.013470768554365482,5602,0.06841636032779277
942,"Lincoln County, Kansas",2939,2740,0.9322898945219462,8,0.0027220142905750254,10,0.003402517863218782,130,0.044232732221844165
943,"Linn County, Kansas",9591,8906,0.9285788760296111,67,0.006985715775205922,20,0.0020852882911062453,238,0.02481493066416432
944,"Logan County, Kansas",2762,2513,0.9098479362780594,5,0.0018102824040550326,10,0.003620564808110065,195,0.07060101375814627
945,"Lyon County, Kansas",32179,23801,0.739643867118307,651,0.020230585164237546,574,0.01783772025233848,7256,0.2254886727368781
946,"McPherson County, Kansas",30223,26965,0.8922013036429209,478,0.01581576944710982,225,0.007444661350627006,1592,0.052675114978658635
947,"Marion County, Kansas",11823,10910,0.9227776368096083,122,0.010318869999154191,39,0.0032986551636640447,442,0.03738475852152584
948,"Marshall County, Kansas",10038,9480,0.9444112372982666,42,0.0041841004184100415,46,0.004582586172544332,227,0.02261406654712094
949,"Meade County, Kansas",4055,3262,0.8044389642416769,37,0.009124537607891493,13,0.0032059186189889025,797,0.19654747225647348
950,"Miami County, Kansas",34191,30907,0.9039513322219297,436,0.012751893773215174,161,0.004708841507999181,1196,0.03497996548799392
951,"Mitchell County, Kansas",5796,5490,0.9472049689440993,19,0.0032781228433402345,13,0.002242926155969634,157,0.027087646652864044
952,"Montgomery County, Kansas",31486,24297,0.7716763005780347,1566,0.049736390776853205,201,0.00638378962078384,2414,0.07666899574414025
953,"Morris County, Kansas",5386,4985,0.9255477163015224,16,0.0029706646862235424,18,0.0033419977720014855,227,0.04214630523579651
954,"Morton County, Kansas",2701,2076,0.7686042206590151,20,0.0074046649389115145,31,0.011477230655312847,591,0.21880784894483524
955,"Nemaha County, Kansas",10273,9700,0.9442227197508031,64,0.006229923099386742,39,0.003796359388688796,266,0.025893117881826147
956,"Neosho County, Kansas",15904,14105,0.8868838028169014,148,0.009305835010060362,84,0.00528169014084507,910,0.05721830985915493
957,"Ness County, Kansas",2687,2347,0.8734648306661704,2,0.000744324525493115,2,0.000744324525493115,305,0.11350949013770004
958,"Norton County, Kansas",5459,4863,0.8908224949624474,210,0.03846858398974171,35,0.0064114306649569516,311,0.05697014105147463
959,"Osage County, Kansas",15766,14706,0.9327667131802613,33,0.0020931117594824304,52,0.003298236711911709,457,0.0289864264873779
960,"Osborne County, Kansas",3500,3304,0.944,1,0.00028571428571428574,18,0.005142857142857143,66,0.018857142857142857
961,"Ottawa County, Kansas",5735,5338,0.9307759372275501,30,0.0052310374891020054,11,0.0019180470793374019,144,0.025108979947689625
962,"Pawnee County, Kansas",6253,5361,0.8573484727330881,249,0.03982088597473213,28,0.004477850631696785,522,0.08347992963377579
963,"Phillips County, Kansas",4981,4684,0.9403734189921702,19,0.003814495081308974,15,0.003011443485243927,142,0.028508331660309173
964,"Pottawatomie County, Kansas",25348,22618,0.8922991952027773,286,0.011282941454947137,200,0.007890168849613381,1429,0.05637525643048761
965,"Pratt County, Kansas",9157,8104,0.8850060063339522,106,0.0115758436169051,45,0.004914273233591788,741,0.0809216992464781
966,"Rawlins County, Kansas",2561,2283,0.8914486528699727,19,0.00741897696212417,11,0.004295197188598204,159,0.06208512299882858
967,"Reno County, Kansas",61898,52761,0.8523861837216065,1863,0.030097903001712493,352,0.0056867750169633914,6096,0.098484603702866
968,"Republic County, Kansas",4674,4437,0.9492939666238768,15,0.003209242618741977,11,0.0023534445870774497,91,0.019469405220367993
969,"Rice County, Kansas",9427,7853,0.8330327781903044,145,0.015381351437360772,30,0.0031823485732470564,1290,0.13684098864962344
970,"Riley County, Kansas",71959,54567,0.7583068136021901,5011,0.06963687655470477,3367,0.046790533498242054,7470,0.10380911352297836
971,"Rooks County, Kansas",4919,4619,0.9390119943077861,29,0.005895507216914007,5,0.0010164667615368977,116,0.02358202886765603
972,"Rush County, Kansas",2956,2800,0.9472259810554804,7,0.002368064952638701,14,0.004736129905277402,132,0.044654939106901215
973,"Russell County, Kansas",6691,6138,0.9173516664175758,60,0.008967269466447467,28,0.004184725751008818,236,0.035271259901360034
974,"Saline County, Kansas",54303,43415,0.7994954238255714,1830,0.03369979559140379,1139,0.020974900097600502,6642,0.12231368432683278
975,"Scott County, Kansas",5151,4173,0.8101339545719278,14,0.0027179188507086,16,0.0031061929722384003,1027,0.19937876140555233
976,"Sedgwick County, Kansas",523824,357757,0.682971761507682,46531,0.08882945416781209,22511,0.042974357799566265,82630,0.1577438223525459
977,"Seward County, Kansas",21964,9015,0.4104443635039155,672,0.03059551994172282,535,0.024358040429794208,14406,0.6558914587506829
978,"Shawnee County, Kansas",178909,132398,0.7400298475761421,14211,0.07943144280052988,2521,0.014090962444594738,23861,0.13336947833814955
979,"Sheridan County, Kansas",2447,2257,0.9223539027380466,3,0.0012259910093992644,12,0.004903964037597058,145,0.059256232120964446
980,"Sherman County, Kansas",5927,5025,0.8478150835161127,103,0.017378100219335245,17,0.0028682301332883416,773,0.13042011135481693
981,"Smith County, Kansas",3570,3390,0.9495798319327731,17,0.004761904761904762,9,0.0025210084033613447,67,0.01876750700280112
982,"Stafford County, Kansas",4072,3500,0.8595284872298625,14,0.00343811394891945,13,0.0031925343811394892,503,0.12352652259332024
983,"Stanton County, Kansas",2084,1257,0.6031669865642995,14,0.0067178502879078695,2,0.0009596928982725527,909,0.43618042226487524
984,"Stevens County, Kansas",5250,3484,0.6636190476190477,20,0.0038095238095238095,22,0.004190476190476191,2020,0.38476190476190475
985,"Sumner County, Kansas",22382,19934,0.8906263962112412,205,0.009159145742114199,73,0.0032615494593870075,1254,0.05602716468590832
986,"Thomas County, Kansas",7930,7100,0.8953341740226987,108,0.013619167717528373,47,0.005926860025220681,632,0.07969735182849937
987,"Trego County, Kansas",2808,2644,0.9415954415954416,5,0.0017806267806267807,12,0.004273504273504274,64,0.022792022792022793
988,"Wabaunsee County, Kansas",6877,6303,0.9165333721099317,31,0.004507779555038534,18,0.0026174203867965684,317,0.046095681256361785
989,"Wallace County, Kansas",1512,1370,0.906084656084656,3,0.001984126984126984,0,0.0,80,0.05291005291005291
990,"Washington County, Kansas",5530,5153,0.9318264014466546,13,0.0023508137432188066,4,0.0007233273056057866,275,0.04972875226039783
991,"Wichita County, Kansas",2152,1547,0.7188661710037175,3,0.0013940520446096654,2,0.0009293680297397769,636,0.2955390334572491
992,"Wilson County, Kansas",8624,7759,0.8996985157699443,22,0.002551020408163265,35,0.004058441558441558,261,0.030264378478664193
993,"Woodson County, Kansas",3115,2890,0.92776886035313,8,0.002568218298555377,0,0.0,71,0.022792937399678973
994,"Wyandotte County, Kansas",169245,73721,0.4355874619634258,34589,0.2043723595970339,7705,0.04552571715560282,55814,0.32978226830925583
995,"Adair County, Kentucky",18903,17322,0.9163624821456912,529,0.0279849759297466,64,0.0033857059725969424,643,0.034015764693434904
996,"Allen County, Kentucky",20588,19135,0.929424907713231,204,0.00990868467068195,48,0.0023314552166310474,574,0.02788031863221294
997,"Anderson County, Kentucky",23852,21797,0.9138437028341438,492,0.020627201073285258,105,0.004402146570518195,521,0.02184303203085695
998,"Ballard County, Kentucky",7728,7103,0.9191252587991718,208,0.026915113871635612,33,0.004270186335403727,93,0.01203416149068323
999,"Barren County, Kentucky",44485,39270,0.8827694728560189,1724,0.038754636394290214,260,0.0058446667415982916,1889,0.042463751826458354
1000,"Bath County, Kentucky",12750,12192,0.9562352941176471,128,0.01003921568627451,21,0.0016470588235294118,182,0.01427450980392157
1001,"Bell County, Kentucky",24097,22388,0.9290783085031332,558,0.023156409511557455,124,0.005145868780346102,244,0.010125741793584263
1002,"Boone County, Kentucky",135968,114457,0.8417936573311368,5728,0.04212755942574724,3078,0.022637679453989173,7707,0.05668245469522241
1003,"Bourbon County, Kentucky",20252,17076,0.8431759826190006,1035,0.05110606359865692,77,0.0038020936203831722,1486,0.07337546908947265
1004,"Boyd County, Kentucky",48261,44282,0.9175524750834007,1310,0.02714407078179068,278,0.005760344791860923,714,0.014794554609311866
1005,"Boyle County, Kentucky",30614,25365,0.8285424968968446,2194,0.07166655778402038,361,0.011791990592539362,1490,0.048670542888874374
1006,"Bracken County, Kentucky",8400,7994,0.9516666666666667,51,0.006071428571428571,13,0.0015476190476190477,90,0.010714285714285714
1007,"Breathitt County, Kentucky",13718,13083,0.9537104534188657,57,0.004155124653739612,39,0.0028429800262428926,93,0.006779413908733051
1008,"Breckinridge County, Kentucky",20432,18831,0.9216425215348473,426,0.020849647611589663,39,0.001908770555990603,284,0.01389976507439311
1009,"Bullitt County, Kentucky",82217,75417,0.9172920442244304,1045,0.012710266733157376,451,0.00548548353746792,2117,0.025748932702482456
1010,"Butler County, Kentucky",12371,11464,0.9266833724032011,15,0.0012125131355589685,23,0.0018591868078570851,592,0.04785385175006063
1011,"Caldwell County, Kentucky",12649,11244,0.8889240256146731,674,0.05328484465175112,56,0.004427227448810182,198,0.015653411336864573
1012,"Calloway County, Kentucky",37103,32626,0.8793359027571894,1313,0.035387974018273455,435,0.011724119343449317,1353,0.03646605395790098
1013,"Campbell County, Kentucky",93076,83361,0.8956229317976707,2832,0.0304267480338648,1034,0.011109201082985947,2309,0.024807684043147534
1014,"Carlisle County, Kentucky",4826,4531,0.9388727724823871,63,0.013054289266473269,10,0.0020721094073767096,133,0.027559055118110236
1015,"Carroll County, Kentucky",10810,9567,0.885013876040703,184,0.01702127659574468,44,0.004070305272895467,795,0.07354301572617947
1016,"Carter County, Kentucky",26627,25560,0.9599278927404514,212,0.007961843241822211,63,0.0023660194539377325,254,0.009539189544447366
1017,"Casey County, Kentucky",15941,14974,0.9393388118687661,83,0.005206699705162788,55,0.0034502226961922087,539,0.03381218242268365
1018,"Christian County, Kentucky",72748,48279,0.6636471105734866,15527,0.21343542090504206,973,0.01337493814262935,5752,0.0790674657722549
1019,"Clark County, Kentucky",36972,32555,0.8805312128096938,1648,0.04457427242237369,212,0.005734069025208266,1477,0.03994915070864438
1020,"Clay County, Kentucky",20345,18891,0.9285328090439912,839,0.04123863357090194,23,0.0011304988940771688,353,0.01735070041779307
1021,"Clinton County, Kentucky",9253,8745,0.9450988868475089,40,0.004322922295471739,10,0.0010807305738679347,245,0.0264778990597644
1022,"Crittenden County, Kentucky",8990,8559,0.9520578420467186,82,0.009121245828698554,6,0.0006674082313681868,113,0.01256952169076752
1023,"Cumberland County, Kentucky",5888,5462,0.9276494565217391,150,0.025475543478260868,4,0.0006793478260869565,77,0.013077445652173914
1024,"Daviess County, Kentucky",103312,88425,0.8559025089050643,4872,0.04715812296732229,2427,0.023491946724485055,4145,0.04012118630943162
1025,"Edmonson County, Kentucky",12126,11546,0.9521688932871516,98,0.008081807685964044,32,0.002638957611743361,156,0.012864918357248886
1026,"Elliott County, Kentucky",7354,6903,0.9386728311123198,246,0.033451183029643734,18,0.0024476475387544194,91,0.012374218112591786
1027,"Estill County, Kentucky",14163,13666,0.9649085645696533,30,0.0021181952976064393,7,0.0004942455694415026,131,0.009249452799548119
1028,"Fayette County, Kentucky",322570,220236,0.6827541308863192,48076,0.14904051833710513,13427,0.041625073627429704,29750,0.09222804352543634
1029,"Fleming County, Kentucky",15082,14381,0.9535207532157539,148,0.009813022145604032,17,0.0011271714626707333,218,0.014454316403659993
1030,"Floyd County, Kentucky",35942,34828,0.9690056201658227,122,0.0033943575760948196,97,0.002698792499026209,308,0.008569361749485282
1031,"Franklin County, Kentucky",51541,41736,0.8097631012203876,4481,0.08694049397566986,1032,0.02002289439475369,2047,0.03971595428881861
1032,"Fulton County, Kentucky",6515,4599,0.7059094397544129,1444,0.22164236377590177,21,0.0032233307751343056,151,0.023177283192632386
1033,"Gallatin County, Kentucky",8690,7862,0.9047180667433832,74,0.00851553509781358,13,0.0014959723820483315,492,0.05661680092059839
1034,"Garrard County, Kentucky",16953,15581,0.9190703710257772,302,0.01781395623193535,51,0.0030083171120155725,451,0.026602961127823985
1035,"Grant County, Kentucky",24941,23002,0.9222565253999438,195,0.007818451545647729,67,0.0026863397618379376,741,0.029710115873461368
1036,"Graves County, Kentucky",36649,31149,0.8499276924336271,1564,0.04267510709705585,181,0.004938743212638817,2773,0.07566372888755492
1037,"Grayson County, Kentucky",26420,24904,0.9426192278576836,310,0.011733535200605601,96,0.0036336109008327025,364,0.013777441332323998
1038,"Green County, Kentucky",11107,10447,0.9405780138651301,160,0.014405329972089672,31,0.002791032682092374,199,0.01791662915278653
1039,"Greenup County, Kentucky",35962,34096,0.9481118958901062,220,0.006117568544574829,230,0.006395639842055503,317,0.008814860130137367
1040,"Hancock County, Kentucky",9095,8624,0.948213304013194,79,0.00868609125893348,38,0.004178119846069269,162,0.017811984606926883
1041,"Hardin County, Kentucky",110702,82959,0.7493902549186103,12825,0.11585156546403859,2277,0.02056873407887843,6695,0.0604776788133909
1042,"Harlan County, Kentucky",26831,25107,0.9357459654876822,541,0.020163244008795794,85,0.0031679773396444413,265,0.00987663523536208
1043,"Harrison County, Kentucky",18692,17357,0.9285790712604323,307,0.016424138668949283,46,0.0024609458591910976,387,0.02070404451102076
1044,"Hart County, Kentucky",19288,17577,0.9112919950228121,705,0.03655122355868934,47,0.002436748237245956,334,0.01731646619659892
1045,"Henderson County, Kentucky",44793,37648,0.8404884691804523,3652,0.08153059629852878,241,0.00538030495836403,1368,0.030540486236688768
1046,"Henry County, Kentucky",15678,14215,0.9066845260875112,372,0.023727516264829697,36,0.002296211251435132,545,0.03476208700089297
1047,"Hickman County, Kentucky",4521,3902,0.8630833886308339,386,0.08537934085379341,11,0.0024330900243309003,102,0.0225613802256138
1048,"Hopkins County, Kentucky",45423,39331,0.8658829227483874,2947,0.06487902604407458,232,0.005107544635977368,1126,0.024789203707372916
1049,"Jackson County, Kentucky",12955,12559,0.9694326514859127,12,0.0009262832883056735,19,0.001466615206483983,96,0.007410266306445388
1050,"Jefferson County, Kentucky",782969,499868,0.6384262978483184,168910,0.21573012469203762,27115,0.03463100071650346,59021,0.07538101763926797
1051,"Jessamine County, Kentucky",52991,45878,0.8657696589986978,2290,0.04321488554660225,658,0.01241720292125078,2384,0.044988771678209506
1052,"Johnson County, Kentucky",22680,21933,0.9670634920634921,45,0.001984126984126984,101,0.00445326278659612,198,0.00873015873015873
1053,"Kenton County, Kentucky",169064,143992,0.8517011309326645,8195,0.048472767709269865,2032,0.012019117020773198,7741,0.04578739412293569
1054,"Knott County, Kentucky",14251,13861,0.9726334994035506,67,0.004701424461441303,18,0.0012630692582976633,90,0.0063153462914883165
1055,"Knox County, Kentucky",30193,28616,0.947769350511708,296,0.009803596860199383,85,0.0028152220713410394,347,0.011492730103004008
1056,"Larue County, Kentucky",14867,13490,0.9073787583238044,377,0.025358175825654132,29,0.0019506289096657026,479,0.03221900854240936
1057,"Laurel County, Kentucky",62613,58888,0.9405075623273123,447,0.007139092520722533,429,0.00685161228498874,1011,0.016146806573714725
1058,"Lawrence County, Kentucky",16293,15787,0.9689437181611735,36,0.0022095378383354815,23,0.001411649174492113,148,0.009083655557601425
1059,"Lee County, Kentucky",7395,6909,0.9342799188640973,280,0.03786342123056119,0,0.0,60,0.008113590263691683
1060,"Leslie County, Kentucky",10513,10197,0.9699419766003995,45,0.004280414724626653,16,0.0015219252354228099,72,0.0068486635594026445
1061,"Letcher County, Kentucky",21548,20841,0.9671895303508447,92,0.0042695377761277145,57,0.002645257100426954,133,0.006172266567662892
1062,"Lewis County, Kentucky",13080,12633,0.9658256880733945,36,0.0027522935779816515,9,0.0006880733944954129,83,0.006345565749235474
1063,"Lincoln County, Kentucky",24275,22671,0.9339237899073121,470,0.019361483007209062,60,0.0024716786817713696,475,0.01956745623069001
1064,"Livingston County, Kentucky",8888,8287,0.9323807380738074,25,0.0028127812781278128,15,0.0016876687668766876,186,0.020927092709270928
1065,"Logan County, Kentucky",27432,23902,0.8713181685622631,1682,0.06131525226013415,95,0.003463108778069408,853,0.03109507144940216
1066,"Lyon County, Kentucky",8680,7772,0.8953917050691245,510,0.0587557603686636,34,0.00391705069124424,152,0.017511520737327188
1067,"McCracken County, Kentucky",67875,54304,0.8000589318600368,7598,0.11194106813996317,663,0.009767955801104972,2135,0.0314548802946593
1068,"McCreary County, Kentucky",16888,15315,0.9068569398389389,916,0.054239696826148744,32,0.0018948365703458077,365,0.02161297963050687
1069,"McLean County, Kentucky",9152,8737,0.9546547202797203,49,0.005354020979020979,13,0.0014204545454545455,164,0.01791958041958042
1070,"Madison County, Kentucky",92701,80557,0.8689981769344451,3963,0.042750347892687245,1006,0.010852094367914046,3064,0.033052502130505604
1071,"Magoffin County, Kentucky",11637,11360,0.9761966142476584,14,0.001203059207699579,5,0.0004296640027498496,66,0.005671564836298015
1072,"Marion County, Kentucky",19581,16948,0.8655329145600327,1214,0.06199887646187631,134,0.0068433685715744855,681,0.034778611919718094
1073,"Marshall County, Kentucky",31659,29908,0.9446918727691967,101,0.0031902460595723174,136,0.004295776872295398,539,0.017025174515935437
1074,"Martin County, Kentucky",11287,10259,0.9089217684061309,796,0.0705236112341632,17,0.0015061575263577568,290,0.02569327544963232
1075,"Mason County, Kentucky",17120,14867,0.8683995327102804,1024,0.059813084112149535,111,0.006483644859813084,356,0.020794392523364486
1076,"Meade County, Kentucky",30003,26321,0.8772789387727894,987,0.032896710328967106,218,0.0072659400726594004,1133,0.0377628903776289
1077,"Menifee County, Kentucky",6113,5891,0.9636839522329462,30,0.004907574022574841,2,0.0003271716015049894,57,0.009324390642892196
1078,"Mercer County, Kentucky",22641,20268,0.89519014177819,768,0.033920763217172384,74,0.0032684068724879644,703,0.03104986528863566
1079,"Metcalfe County, Kentucky",10286,9701,0.9431265798172273,117,0.01137468403655454,7,0.0006805366517596734,230,0.022360489986389266
1080,"Monroe County, Kentucky",11338,10489,0.925119068618804,218,0.019227376962427236,11,0.0009701887458105486,473,0.04171811606985359
1081,"Montgomery County, Kentucky",28114,25566,0.9093689976524152,621,0.0220886391121861,146,0.005193142206729743,925,0.032901757131678165
1082,"Morgan County, Kentucky",13726,12570,0.915780271018505,496,0.03613580067026082,17,0.0012385254261984555,417,0.03038030016027976
1083,"Muhlenberg County, Kentucky",30928,28366,0.9171624418003104,1215,0.03928479048111743,59,0.0019076564924987067,569,0.018397568546301087
1084,"Nelson County, Kentucky",46738,41500,0.8879284522230305,2200,0.04707090590097993,268,0.005734092173392101,1214,0.02597458171081347
1085,"Nicholas County, Kentucky",7537,7178,0.9523683163062227,41,0.005439830171155632,7,0.0009287514926363275,154,0.020432532837999205
1086,"Ohio County, Kentucky",23772,22070,0.9284031633854956,166,0.006983005216220764,45,0.0018929833417465926,993,0.04177183240787481
